,BHK,Location,Total_sqft,Bedroom,Bathroom,Price,price_per_sqft,Skewed_SP
8563,2,Casagrand Utopia,1158.0,2,2,85.0,7340.241796200346,4.454347296253507
8564,2,Akshaya Orlando A1 To A6,994.0,2,2,44.0,4426.5593561368205,3.8066624897703196
8565,2,Casagrand Miro,1023.0,2,2,51.0,4985.337243401759,3.9512437185814275
8566,2,"Veppampattu, Chennai",1000.0,2,2,31.2,3120.0,3.4719664525503626
8567,2,"Vit avenue,Vandalur, Chennai",702.0,2,2,40.0,5698.005698005698,3.713572066704308
8568,2,"Sendurpuram, Iyyappanthangal,Chennai",704.0,2,2,35.11,4987.215909090909,3.5865698352893665
8569,2,"PRP Garden ,Anna Nagar, Chengalpattu,Chennai",750.0,2,2,28.53,3804.0,3.3854066957558313
8570,2,The Ace,872.0,2,2,61.0,6995.412844036698,4.127134385045092
8571,2,Casagrand ECR 14,1481.0,2,2,70.33,4748.81836596894,4.267316996289947
8572,2,"PARADISE,Kumudam Nagar, Mugalivakkam,Chennai",920.0,2,2,60.08,6530.434782608696,4.1121844803504315
8573,2,TVS Peninsula,1124.0,2,2,59.56,5298.932384341637,4.103634609129194
8574,2,Sakthi Flats,864.0,2,2,40.61,4700.231481481482,3.72834052299485
8575,2,Shriram Park 63,1505.0,2,2,83.0,5514.950166112957,4.430816798843313
8576,2,Casagrand Utopia,1124.0,2,2,65.0,5782.9181494661925,4.189654742026425
8577,2,Navin Whiteberry,1073.0,2,2,72.0,6710.158434296365,4.290459441148391
8578,2,Akshaya Today,985.0,2,2,37.42,3798.984771573604,3.6485781573404106
8579,2,Dream Housing,720.0,2,2,30.0,4166.666666666667,3.4339872044851463
8580,2,"Mahindra World City, Chennai",836.0,2,2,37.0,4425.837320574163,3.6375861597263857
8581,2,"2bhk apartment in Navalur,Semmancheri, Chennai",1007.0,2,2,50.36,5000.993048659384,3.9388596593817056
8582,2,"Yeswanth Nagar, Madambakkam,Chennai",971.0,2,2,52.4,5396.498455200824,3.977810745966149
8583,2,Casagrand Utopia,1158.0,2,2,85.0,7340.241796200346,4.454347296253507
8584,2,Akshaya Orlando A1 To A6,994.0,2,2,44.0,4426.5593561368205,3.8066624897703196
8585,2,Casagrand Miro,1023.0,2,2,51.0,4985.337243401759,3.9512437185814275
8586,2,"Veppampattu, Chennai",1000.0,2,2,31.2,3120.0,3.4719664525503626
8587,2,"Vit avenue,Vandalur, Chennai",702.0,2,2,40.0,5698.005698005698,3.713572066704308
8588,2,"Sendurpuram, Iyyappanthangal,Chennai",704.0,2,2,35.11,4987.215909090909,3.5865698352893665
8589,2,"PRP Garden ,Anna Nagar, Chengalpattu,Chennai",750.0,2,2,28.53,3804.0,3.3854066957558313
8590,2,The Ace,872.0,2,2,61.0,6995.412844036698,4.127134385045092
8591,2,Casagrand ECR 14,1481.0,2,2,70.33,4748.81836596894,4.267316996289947
8592,2,"PARADISE,Kumudam Nagar, Mugalivakkam,Chennai",920.0,2,2,60.08,6530.434782608696,4.1121844803504315
8593,2,TVS Peninsula,1124.0,2,2,59.56,5298.932384341637,4.103634609129194
8594,2,Sakthi Flats,864.0,2,2,40.61,4700.231481481482,3.72834052299485
8595,2,Shriram Park 63,1505.0,2,2,83.0,5514.950166112957,4.430816798843313
8596,2,Casagrand Utopia,1124.0,2,2,65.0,5782.9181494661925,4.189654742026425
8597,2,Navin Whiteberry,1073.0,2,2,72.0,6710.158434296365,4.290459441148391
8598,2,Akshaya Today,985.0,2,2,37.42,3798.984771573604,3.6485781573404106
8599,2,Dream Housing,720.0,2,2,30.0,4166.666666666667,3.4339872044851463
8600,2,"Mahindra World City, Chennai",836.0,2,2,37.0,4425.837320574163,3.6375861597263857
8601,2,"2bhk apartment in Navalur,Semmancheri, Chennai",1007.0,2,2,50.36,5000.993048659384,3.9388596593817056
8602,2,"Yeswanth Nagar, Madambakkam,Chennai",971.0,2,2,52.4,5396.498455200824,3.977810745966149
8603,2,Casagrand Utopia,1158.0,2,2,85.0,7340.241796200346,4.454347296253507
8604,2,Akshaya Orlando A1 To A6,994.0,2,2,44.0,4426.5593561368205,3.8066624897703196
8605,2,Casagrand Miro,1023.0,2,2,51.0,4985.337243401759,3.9512437185814275
8606,2,"Veppampattu, Chennai",1000.0,2,2,31.2,3120.0,3.4719664525503626
8607,2,"Vit avenue,Vandalur, Chennai",702.0,2,2,40.0,5698.005698005698,3.713572066704308
8608,2,"Sendurpuram, Iyyappanthangal,Chennai",704.0,2,2,35.11,4987.215909090909,3.5865698352893665
8609,2,"PRP Garden ,Anna Nagar, Chengalpattu,Chennai",750.0,2,2,28.53,3804.0,3.3854066957558313
8610,2,The Ace,872.0,2,2,61.0,6995.412844036698,4.127134385045092
8611,2,Casagrand ECR 14,1481.0,2,2,70.33,4748.81836596894,4.267316996289947
8612,2,"PARADISE,Kumudam Nagar, Mugalivakkam,Chennai",920.0,2,2,60.08,6530.434782608696,4.1121844803504315
8613,2,TVS Peninsula,1124.0,2,2,59.56,5298.932384341637,4.103634609129194
8614,2,Sakthi Flats,864.0,2,2,40.61,4700.231481481482,3.72834052299485
8615,2,Shriram Park 63,1505.0,2,2,83.0,5514.950166112957,4.430816798843313
8616,2,Casagrand Utopia,1124.0,2,2,65.0,5782.9181494661925,4.189654742026425
8617,2,Navin Whiteberry,1073.0,2,2,72.0,6710.158434296365,4.290459441148391
8618,2,Akshaya Today,985.0,2,2,37.42,3798.984771573604,3.6485781573404106
8619,2,Dream Housing,720.0,2,2,30.0,4166.666666666667,3.4339872044851463
8620,2,"Mahindra World City, Chennai",836.0,2,2,37.0,4425.837320574163,3.6375861597263857
8621,2,"2bhk apartment in Navalur,Semmancheri, Chennai",1007.0,2,2,50.36,5000.993048659384,3.9388596593817056
8622,2,"Yeswanth Nagar, Madambakkam,Chennai",971.0,2,2,52.4,5396.498455200824,3.977810745966149
8623,2,Casagrand Utopia,1158.0,2,2,85.0,7340.241796200346,4.454347296253507
8624,2,Akshaya Orlando A1 To A6,994.0,2,2,44.0,4426.5593561368205,3.8066624897703196
8625,2,Casagrand Miro,1023.0,2,2,51.0,4985.337243401759,3.9512437185814275
8626,2,"Veppampattu, Chennai",1000.0,2,2,31.2,3120.0,3.4719664525503626
8627,2,"Vit avenue,Vandalur, Chennai",702.0,2,2,40.0,5698.005698005698,3.713572066704308
8628,2,"Sendurpuram, Iyyappanthangal,Chennai",704.0,2,2,35.11,4987.215909090909,3.5865698352893665
8629,2,"PRP Garden ,Anna Nagar, Chengalpattu,Chennai",750.0,2,2,28.53,3804.0,3.3854066957558313
8630,2,The Ace,872.0,2,2,61.0,6995.412844036698,4.127134385045092
8631,2,Casagrand ECR 14,1481.0,2,2,70.33,4748.81836596894,4.267316996289947
8632,2,"PARADISE,Kumudam Nagar, Mugalivakkam,Chennai",920.0,2,2,60.08,6530.434782608696,4.1121844803504315
8633,2,TVS Peninsula,1124.0,2,2,59.56,5298.932384341637,4.103634609129194
8634,2,Sakthi Flats,864.0,2,2,40.61,4700.231481481482,3.72834052299485
8635,2,Shriram Park 63,1505.0,2,2,83.0,5514.950166112957,4.430816798843313
8636,2,Casagrand Utopia,1124.0,2,2,65.0,5782.9181494661925,4.189654742026425
8637,2,Navin Whiteberry,1073.0,2,2,72.0,6710.158434296365,4.290459441148391
8638,2,Akshaya Today,985.0,2,2,37.42,3798.984771573604,3.6485781573404106
8639,2,Dream Housing,720.0,2,2,30.0,4166.666666666667,3.4339872044851463
8640,2,"Mahindra World City, Chennai",836.0,2,2,37.0,4425.837320574163,3.6375861597263857
8641,2,"2bhk apartment in Navalur,Semmancheri, Chennai",1007.0,2,2,50.36,5000.993048659384,3.9388596593817056
8642,2,"Yeswanth Nagar, Madambakkam,Chennai",971.0,2,2,52.4,5396.498455200824,3.977810745966149
8643,2,Casagrand Utopia,1158.0,2,2,85.0,7340.241796200346,4.454347296253507
8644,2,Akshaya Orlando A1 To A6,994.0,2,2,44.0,4426.5593561368205,3.8066624897703196
8645,2,Casagrand Miro,1023.0,2,2,51.0,4985.337243401759,3.9512437185814275
8646,2,"Veppampattu, Chennai",1000.0,2,2,31.2,3120.0,3.4719664525503626
8647,2,"Vit avenue,Vandalur, Chennai",702.0,2,2,40.0,5698.005698005698,3.713572066704308
8648,2,"Sendurpuram, Iyyappanthangal,Chennai",704.0,2,2,35.11,4987.215909090909,3.5865698352893665
8649,2,"PRP Garden ,Anna Nagar, Chengalpattu,Chennai",750.0,2,2,28.53,3804.0,3.3854066957558313
8650,2,The Ace,872.0,2,2,61.0,6995.412844036698,4.127134385045092
8651,2,Casagrand ECR 14,1481.0,2,2,70.33,4748.81836596894,4.267316996289947
8652,2,"PARADISE,Kumudam Nagar, Mugalivakkam,Chennai",920.0,2,2,60.08,6530.434782608696,4.1121844803504315
8653,2,TVS Peninsula,1124.0,2,2,59.56,5298.932384341637,4.103634609129194
8654,2,Sakthi Flats,864.0,2,2,40.61,4700.231481481482,3.72834052299485
8655,2,Shriram Park 63,1505.0,2,2,83.0,5514.950166112957,4.430816798843313
8656,2,Casagrand Utopia,1124.0,2,2,65.0,5782.9181494661925,4.189654742026425
8657,2,Navin Whiteberry,1073.0,2,2,72.0,6710.158434296365,4.290459441148391
8658,2,Akshaya Today,985.0,2,2,37.42,3798.984771573604,3.6485781573404106
8659,2,Dream Housing,720.0,2,2,30.0,4166.666666666667,3.4339872044851463
8660,2,"Mahindra World City, Chennai",836.0,2,2,37.0,4425.837320574163,3.6375861597263857
8661,2,"2bhk apartment in Navalur,Semmancheri, Chennai",1007.0,2,2,50.36,5000.993048659384,3.9388596593817056
8662,2,"Yeswanth Nagar, Madambakkam,Chennai",971.0,2,2,52.4,5396.498455200824,3.977810745966149
8663,2,Casagrand Utopia,1158.0,2,2,85.0,7340.241796200346,4.454347296253507
8664,2,Akshaya Orlando A1 To A6,994.0,2,2,44.0,4426.5593561368205,3.8066624897703196
8665,2,Casagrand Miro,1023.0,2,2,51.0,4985.337243401759,3.9512437185814275
8666,2,"Veppampattu, Chennai",1000.0,2,2,31.2,3120.0,3.4719664525503626
8667,2,"Vit avenue,Vandalur, Chennai",702.0,2,2,40.0,5698.005698005698,3.713572066704308
8668,2,"Sendurpuram, Iyyappanthangal,Chennai",704.0,2,2,35.11,4987.215909090909,3.5865698352893665
8669,2,"PRP Garden ,Anna Nagar, Chengalpattu,Chennai",750.0,2,2,28.53,3804.0,3.3854066957558313
8670,2,The Ace,872.0,2,2,61.0,6995.412844036698,4.127134385045092
8671,2,Casagrand ECR 14,1481.0,2,2,70.33,4748.81836596894,4.267316996289947
8672,2,"PARADISE,Kumudam Nagar, Mugalivakkam,Chennai",920.0,2,2,60.08,6530.434782608696,4.1121844803504315
8673,2,TVS Peninsula,1124.0,2,2,59.56,5298.932384341637,4.103634609129194
8674,2,Sakthi Flats,864.0,2,2,40.61,4700.231481481482,3.72834052299485
8675,2,Shriram Park 63,1505.0,2,2,83.0,5514.950166112957,4.430816798843313
8676,2,Casagrand Utopia,1124.0,2,2,65.0,5782.9181494661925,4.189654742026425
8677,2,Navin Whiteberry,1073.0,2,2,72.0,6710.158434296365,4.290459441148391
8678,2,Akshaya Today,985.0,2,2,37.42,3798.984771573604,3.6485781573404106
8679,2,Dream Housing,720.0,2,2,30.0,4166.666666666667,3.4339872044851463
8680,2,"Mahindra World City, Chennai",836.0,2,2,37.0,4425.837320574163,3.6375861597263857
8681,2,"2bhk apartment in Navalur,Semmancheri, Chennai",1007.0,2,2,50.36,5000.993048659384,3.9388596593817056
8682,2,"Yeswanth Nagar, Madambakkam,Chennai",971.0,2,2,52.4,5396.498455200824,3.977810745966149
8683,2,Casagrand Utopia,1158.0,2,2,85.0,7340.241796200346,4.454347296253507
8684,2,Akshaya Orlando A1 To A6,994.0,2,2,44.0,4426.5593561368205,3.8066624897703196
8685,2,Casagrand Miro,1023.0,2,2,51.0,4985.337243401759,3.9512437185814275
8686,2,"Veppampattu, Chennai",1000.0,2,2,31.2,3120.0,3.4719664525503626
8687,2,"Vit avenue,Vandalur, Chennai",702.0,2,2,40.0,5698.005698005698,3.713572066704308
8688,2,"Sendurpuram, Iyyappanthangal,Chennai",704.0,2,2,35.11,4987.215909090909,3.5865698352893665
8689,2,"PRP Garden ,Anna Nagar, Chengalpattu,Chennai",750.0,2,2,28.53,3804.0,3.3854066957558313
8690,2,The Ace,872.0,2,2,61.0,6995.412844036698,4.127134385045092
8691,2,Casagrand ECR 14,1481.0,2,2,70.33,4748.81836596894,4.267316996289947
8692,2,"PARADISE,Kumudam Nagar, Mugalivakkam,Chennai",920.0,2,2,60.08,6530.434782608696,4.1121844803504315
8693,2,TVS Peninsula,1124.0,2,2,59.56,5298.932384341637,4.103634609129194
8694,2,Sakthi Flats,864.0,2,2,40.61,4700.231481481482,3.72834052299485
8695,2,Shriram Park 63,1505.0,2,2,83.0,5514.950166112957,4.430816798843313
8696,2,Casagrand Utopia,1124.0,2,2,65.0,5782.9181494661925,4.189654742026425
8697,2,Navin Whiteberry,1073.0,2,2,72.0,6710.158434296365,4.290459441148391
8698,2,Akshaya Today,985.0,2,2,37.42,3798.984771573604,3.6485781573404106
8699,2,Dream Housing,720.0,2,2,30.0,4166.666666666667,3.4339872044851463
8700,2,"Mahindra World City, Chennai",836.0,2,2,37.0,4425.837320574163,3.6375861597263857
8701,2,"2bhk apartment in Navalur,Semmancheri, Chennai",1007.0,2,2,50.36,5000.993048659384,3.9388596593817056
8702,2,"Yeswanth Nagar, Madambakkam,Chennai",971.0,2,2,52.4,5396.498455200824,3.977810745966149
8703,2,Casagrand Utopia,1158.0,2,2,85.0,7340.241796200346,4.454347296253507
8704,2,Akshaya Orlando A1 To A6,994.0,2,2,44.0,4426.5593561368205,3.8066624897703196
8705,2,Casagrand Miro,1023.0,2,2,51.0,4985.337243401759,3.9512437185814275
8706,2,"Veppampattu, Chennai",1000.0,2,2,31.2,3120.0,3.4719664525503626
8707,2,"Vit avenue,Vandalur, Chennai",702.0,2,2,40.0,5698.005698005698,3.713572066704308
8708,2,"Sendurpuram, Iyyappanthangal,Chennai",704.0,2,2,35.11,4987.215909090909,3.5865698352893665
8709,2,"PRP Garden ,Anna Nagar, Chengalpattu,Chennai",750.0,2,2,28.53,3804.0,3.3854066957558313
8710,2,The Ace,872.0,2,2,61.0,6995.412844036698,4.127134385045092
8711,2,Casagrand ECR 14,1481.0,2,2,70.33,4748.81836596894,4.267316996289947
8712,2,"PARADISE,Kumudam Nagar, Mugalivakkam,Chennai",920.0,2,2,60.08,6530.434782608696,4.1121844803504315
8713,2,TVS Peninsula,1124.0,2,2,59.56,5298.932384341637,4.103634609129194
8714,2,Sakthi Flats,864.0,2,2,40.61,4700.231481481482,3.72834052299485
8715,2,Shriram Park 63,1505.0,2,2,83.0,5514.950166112957,4.430816798843313
8716,2,Casagrand Utopia,1124.0,2,2,65.0,5782.9181494661925,4.189654742026425
8717,2,Navin Whiteberry,1073.0,2,2,72.0,6710.158434296365,4.290459441148391
8718,2,Akshaya Today,985.0,2,2,37.42,3798.984771573604,3.6485781573404106
8719,2,Dream Housing,720.0,2,2,30.0,4166.666666666667,3.4339872044851463
8720,2,"Mahindra World City, Chennai",836.0,2,2,37.0,4425.837320574163,3.6375861597263857
8721,2,"2bhk apartment in Navalur,Semmancheri, Chennai",1007.0,2,2,50.36,5000.993048659384,3.9388596593817056
8722,2,"Yeswanth Nagar, Madambakkam,Chennai",971.0,2,2,52.4,5396.498455200824,3.977810745966149
8723,2,Casagrand Utopia,1158.0,2,2,85.0,7340.241796200346,4.454347296253507
8724,2,Akshaya Orlando A1 To A6,994.0,2,2,44.0,4426.5593561368205,3.8066624897703196
8725,2,Casagrand Miro,1023.0,2,2,51.0,4985.337243401759,3.9512437185814275
8726,2,"Veppampattu, Chennai",1000.0,2,2,31.2,3120.0,3.4719664525503626
8727,2,"Vit avenue,Vandalur, Chennai",702.0,2,2,40.0,5698.005698005698,3.713572066704308
8728,2,"Sendurpuram, Iyyappanthangal,Chennai",704.0,2,2,35.11,4987.215909090909,3.5865698352893665
8729,2,"PRP Garden ,Anna Nagar, Chengalpattu,Chennai",750.0,2,2,28.53,3804.0,3.3854066957558313
8730,2,The Ace,872.0,2,2,61.0,6995.412844036698,4.127134385045092
8731,2,Casagrand ECR 14,1481.0,2,2,70.33,4748.81836596894,4.267316996289947
8732,2,"PARADISE,Kumudam Nagar, Mugalivakkam,Chennai",920.0,2,2,60.08,6530.434782608696,4.1121844803504315
8733,2,TVS Peninsula,1124.0,2,2,59.56,5298.932384341637,4.103634609129194
8734,2,Sakthi Flats,864.0,2,2,40.61,4700.231481481482,3.72834052299485
8735,2,Shriram Park 63,1505.0,2,2,83.0,5514.950166112957,4.430816798843313
8736,2,Casagrand Utopia,1124.0,2,2,65.0,5782.9181494661925,4.189654742026425
8737,2,Navin Whiteberry,1073.0,2,2,72.0,6710.158434296365,4.290459441148391
8738,2,Akshaya Today,985.0,2,2,37.42,3798.984771573604,3.6485781573404106
8739,2,Dream Housing,720.0,2,2,30.0,4166.666666666667,3.4339872044851463
8740,2,"Mahindra World City, Chennai",836.0,2,2,37.0,4425.837320574163,3.6375861597263857
8741,2,"2bhk apartment in Navalur,Semmancheri, Chennai",1007.0,2,2,50.36,5000.993048659384,3.9388596593817056
8742,2,"Yeswanth Nagar, Madambakkam,Chennai",971.0,2,2,52.4,5396.498455200824,3.977810745966149
8743,2,Casagrand Utopia,1158.0,2,2,85.0,7340.241796200346,4.454347296253507
8744,2,Akshaya Orlando A1 To A6,994.0,2,2,44.0,4426.5593561368205,3.8066624897703196
8745,2,Casagrand Miro,1023.0,2,2,51.0,4985.337243401759,3.9512437185814275
8746,2,"Veppampattu, Chennai",1000.0,2,2,31.2,3120.0,3.4719664525503626
8747,2,"Vit avenue,Vandalur, Chennai",702.0,2,2,40.0,5698.005698005698,3.713572066704308
8748,2,"Sendurpuram, Iyyappanthangal,Chennai",704.0,2,2,35.11,4987.215909090909,3.5865698352893665
8749,2,"PRP Garden ,Anna Nagar, Chengalpattu,Chennai",750.0,2,2,28.53,3804.0,3.3854066957558313
8750,2,The Ace,872.0,2,2,61.0,6995.412844036698,4.127134385045092
8751,2,Casagrand ECR 14,1481.0,2,2,70.33,4748.81836596894,4.267316996289947
8752,2,"PARADISE,Kumudam Nagar, Mugalivakkam,Chennai",920.0,2,2,60.08,6530.434782608696,4.1121844803504315
8753,2,TVS Peninsula,1124.0,2,2,59.56,5298.932384341637,4.103634609129194
8754,2,Sakthi Flats,864.0,2,2,40.61,4700.231481481482,3.72834052299485
8755,2,Shriram Park 63,1505.0,2,2,83.0,5514.950166112957,4.430816798843313
8756,2,Casagrand Utopia,1124.0,2,2,65.0,5782.9181494661925,4.189654742026425
8757,2,Navin Whiteberry,1073.0,2,2,72.0,6710.158434296365,4.290459441148391
8758,2,Akshaya Today,985.0,2,2,37.42,3798.984771573604,3.6485781573404106
8759,2,Dream Housing,720.0,2,2,30.0,4166.666666666667,3.4339872044851463
8760,2,"Mahindra World City, Chennai",836.0,2,2,37.0,4425.837320574163,3.6375861597263857
8761,2,"2bhk apartment in Navalur,Semmancheri, Chennai",1007.0,2,2,50.36,5000.993048659384,3.9388596593817056
8762,2,"Yeswanth Nagar, Madambakkam,Chennai",971.0,2,2,52.4,5396.498455200824,3.977810745966149
8763,2,Casagrand Utopia,1158.0,2,2,85.0,7340.241796200346,4.454347296253507
8764,2,Akshaya Orlando A1 To A6,994.0,2,2,44.0,4426.5593561368205,3.8066624897703196
8765,2,Casagrand Miro,1023.0,2,2,51.0,4985.337243401759,3.9512437185814275
8766,2,"Veppampattu, Chennai",1000.0,2,2,31.2,3120.0,3.4719664525503626
8767,2,"Vit avenue,Vandalur, Chennai",702.0,2,2,40.0,5698.005698005698,3.713572066704308
8768,2,"Sendurpuram, Iyyappanthangal,Chennai",704.0,2,2,35.11,4987.215909090909,3.5865698352893665
8769,2,"PRP Garden ,Anna Nagar, Chengalpattu,Chennai",750.0,2,2,28.53,3804.0,3.3854066957558313
8770,2,The Ace,872.0,2,2,61.0,6995.412844036698,4.127134385045092
8771,2,Casagrand ECR 14,1481.0,2,2,70.33,4748.81836596894,4.267316996289947
8772,2,"PARADISE,Kumudam Nagar, Mugalivakkam,Chennai",920.0,2,2,60.08,6530.434782608696,4.1121844803504315
8773,2,TVS Peninsula,1124.0,2,2,59.56,5298.932384341637,4.103634609129194
8774,2,Sakthi Flats,864.0,2,2,40.61,4700.231481481482,3.72834052299485
8775,2,Shriram Park 63,1505.0,2,2,83.0,5514.950166112957,4.430816798843313
8776,2,Casagrand Utopia,1124.0,2,2,65.0,5782.9181494661925,4.189654742026425
8777,2,Navin Whiteberry,1073.0,2,2,72.0,6710.158434296365,4.290459441148391
8778,2,Akshaya Today,985.0,2,2,37.42,3798.984771573604,3.6485781573404106
8779,2,Dream Housing,720.0,2,2,30.0,4166.666666666667,3.4339872044851463
8780,2,"Mahindra World City, Chennai",836.0,2,2,37.0,4425.837320574163,3.6375861597263857
8781,2,"2bhk apartment in Navalur,Semmancheri, Chennai",1007.0,2,2,50.36,5000.993048659384,3.9388596593817056
8782,2,"Yeswanth Nagar, Madambakkam,Chennai",971.0,2,2,52.4,5396.498455200824,3.977810745966149
8783,2,Casagrand Utopia,1158.0,2,2,85.0,7340.241796200346,4.454347296253507
8784,2,Akshaya Orlando A1 To A6,994.0,2,2,44.0,4426.5593561368205,3.8066624897703196
8785,2,Casagrand Miro,1023.0,2,2,51.0,4985.337243401759,3.9512437185814275
8786,2,"Veppampattu, Chennai",1000.0,2,2,31.2,3120.0,3.4719664525503626
8787,2,"Vit avenue,Vandalur, Chennai",702.0,2,2,40.0,5698.005698005698,3.713572066704308
8788,2,"Sendurpuram, Iyyappanthangal,Chennai",704.0,2,2,35.11,4987.215909090909,3.5865698352893665
8789,2,"PRP Garden ,Anna Nagar, Chengalpattu,Chennai",750.0,2,2,28.53,3804.0,3.3854066957558313
8790,2,The Ace,872.0,2,2,61.0,6995.412844036698,4.127134385045092
8791,2,Casagrand ECR 14,1481.0,2,2,70.33,4748.81836596894,4.267316996289947
8792,2,"PARADISE,Kumudam Nagar, Mugalivakkam,Chennai",920.0,2,2,60.08,6530.434782608696,4.1121844803504315
8793,2,TVS Peninsula,1124.0,2,2,59.56,5298.932384341637,4.103634609129194
8794,2,Sakthi Flats,864.0,2,2,40.61,4700.231481481482,3.72834052299485
8795,2,Shriram Park 63,1505.0,2,2,83.0,5514.950166112957,4.430816798843313
8796,2,Casagrand Utopia,1124.0,2,2,65.0,5782.9181494661925,4.189654742026425
8797,2,Navin Whiteberry,1073.0,2,2,72.0,6710.158434296365,4.290459441148391
8798,2,Akshaya Today,985.0,2,2,37.42,3798.984771573604,3.6485781573404106
8799,2,Dream Housing,720.0,2,2,30.0,4166.666666666667,3.4339872044851463
8800,2,"Mahindra World City, Chennai",836.0,2,2,37.0,4425.837320574163,3.6375861597263857
8801,2,"2bhk apartment in Navalur,Semmancheri, Chennai",1007.0,2,2,50.36,5000.993048659384,3.9388596593817056
8802,2,"Yeswanth Nagar, Madambakkam,Chennai",971.0,2,2,52.4,5396.498455200824,3.977810745966149
8803,2,Casagrand Utopia,1158.0,2,2,85.0,7340.241796200346,4.454347296253507
8804,2,Akshaya Orlando A1 To A6,994.0,2,2,44.0,4426.5593561368205,3.8066624897703196
8805,2,Casagrand Miro,1023.0,2,2,51.0,4985.337243401759,3.9512437185814275
8806,2,"Veppampattu, Chennai",1000.0,2,2,31.2,3120.0,3.4719664525503626
8807,2,"Vit avenue,Vandalur, Chennai",702.0,2,2,40.0,5698.005698005698,3.713572066704308
8808,2,"Sendurpuram, Iyyappanthangal,Chennai",704.0,2,2,35.11,4987.215909090909,3.5865698352893665
8809,2,"PRP Garden ,Anna Nagar, Chengalpattu,Chennai",750.0,2,2,28.53,3804.0,3.3854066957558313
8810,2,The Ace,872.0,2,2,61.0,6995.412844036698,4.127134385045092
8811,2,Casagrand ECR 14,1481.0,2,2,70.33,4748.81836596894,4.267316996289947
8812,2,"PARADISE,Kumudam Nagar, Mugalivakkam,Chennai",920.0,2,2,60.08,6530.434782608696,4.1121844803504315
8813,2,TVS Peninsula,1124.0,2,2,59.56,5298.932384341637,4.103634609129194
8814,2,Sakthi Flats,864.0,2,2,40.61,4700.231481481482,3.72834052299485
8815,2,Shriram Park 63,1505.0,2,2,83.0,5514.950166112957,4.430816798843313
8816,2,Casagrand Utopia,1124.0,2,2,65.0,5782.9181494661925,4.189654742026425
8817,2,Navin Whiteberry,1073.0,2,2,72.0,6710.158434296365,4.290459441148391
8818,2,Akshaya Today,985.0,2,2,37.42,3798.984771573604,3.6485781573404106
8819,2,Dream Housing,720.0,2,2,30.0,4166.666666666667,3.4339872044851463
8820,2,"Mahindra World City, Chennai",836.0,2,2,37.0,4425.837320574163,3.6375861597263857
8821,2,"2bhk apartment in Navalur,Semmancheri, Chennai",1007.0,2,2,50.36,5000.993048659384,3.9388596593817056
8822,2,"Yeswanth Nagar, Madambakkam,Chennai",971.0,2,2,52.4,5396.498455200824,3.977810745966149
8823,2,Casagrand Utopia,1158.0,2,2,85.0,7340.241796200346,4.454347296253507
8824,2,Akshaya Orlando A1 To A6,994.0,2,2,44.0,4426.5593561368205,3.8066624897703196
8825,2,Casagrand Miro,1023.0,2,2,51.0,4985.337243401759,3.9512437185814275
8826,2,"Veppampattu, Chennai",1000.0,2,2,31.2,3120.0,3.4719664525503626
8827,2,"Vit avenue,Vandalur, Chennai",702.0,2,2,40.0,5698.005698005698,3.713572066704308
8828,2,"Sendurpuram, Iyyappanthangal,Chennai",704.0,2,2,35.11,4987.215909090909,3.5865698352893665
8829,2,"PRP Garden ,Anna Nagar, Chengalpattu,Chennai",750.0,2,2,28.53,3804.0,3.3854066957558313
8830,2,The Ace,872.0,2,2,61.0,6995.412844036698,4.127134385045092
8831,2,Casagrand ECR 14,1481.0,2,2,70.33,4748.81836596894,4.267316996289947
8832,2,"PARADISE,Kumudam Nagar, Mugalivakkam,Chennai",920.0,2,2,60.08,6530.434782608696,4.1121844803504315
8833,2,TVS Peninsula,1124.0,2,2,59.56,5298.932384341637,4.103634609129194
8834,2,Sakthi Flats,864.0,2,2,40.61,4700.231481481482,3.72834052299485
8835,2,Shriram Park 63,1505.0,2,2,83.0,5514.950166112957,4.430816798843313
8836,2,Casagrand Utopia,1124.0,2,2,65.0,5782.9181494661925,4.189654742026425
8837,2,Navin Whiteberry,1073.0,2,2,72.0,6710.158434296365,4.290459441148391
8838,2,Akshaya Today,985.0,2,2,37.42,3798.984771573604,3.6485781573404106
8839,2,Dream Housing,720.0,2,2,30.0,4166.666666666667,3.4339872044851463
8840,2,"Mahindra World City, Chennai",836.0,2,2,37.0,4425.837320574163,3.6375861597263857
8841,2,"2bhk apartment in Navalur,Semmancheri, Chennai",1007.0,2,2,50.36,5000.993048659384,3.9388596593817056
8842,2,"Yeswanth Nagar, Madambakkam,Chennai",971.0,2,2,52.4,5396.498455200824,3.977810745966149
8843,2,Casagrand Utopia,1158.0,2,2,85.0,7340.241796200346,4.454347296253507
8844,2,Akshaya Orlando A1 To A6,994.0,2,2,44.0,4426.5593561368205,3.8066624897703196
8845,2,Casagrand Miro,1023.0,2,2,51.0,4985.337243401759,3.9512437185814275
8846,2,"Veppampattu, Chennai",1000.0,2,2,31.2,3120.0,3.4719664525503626
8847,2,"Vit avenue,Vandalur, Chennai",702.0,2,2,40.0,5698.005698005698,3.713572066704308
8848,2,"Sendurpuram, Iyyappanthangal,Chennai",704.0,2,2,35.11,4987.215909090909,3.5865698352893665
8849,2,"PRP Garden ,Anna Nagar, Chengalpattu,Chennai",750.0,2,2,28.53,3804.0,3.3854066957558313
